MotorTinyML STM32F103 boot
[CLASS_CONFIG] condition=normal speed_percent=60
ADXL345 Device ID = 0xE5
OLED FOUND: 0x3C
OLED OK: MotorTinyML status displayed
ADXL345 READY: realtime classifier enabled
157,-34,15,244
162,-2,-41,247
167,-14,-6,255
172,-30,30,258
177,-5,-39,257
182,-16,-44,278
187,-33,15,259
192,-25,-75,255
197,-28,17,254
202,-29,3,254
207,-7,-43,251
212,-36,23,257
217,-12,-53,256
222,-33,2,260
227,-17,-34,263
232,-32,-9,267
237,-20,-36,259
242,-28,11,257
247,-44,-71,244
252,-55,8,254
257,-12,-26,272
262,-53,-45,249
267,-20,7,261
272,-20,-25,268
277,-46,5,252
282,18,-13,286
287,-46,-43,243
292,-12,21,254
297,71,-32,278
302,-66,-38,243
307,-22,22,258
312,23,2,271
317,-57,-42,262
322,-24,23,262
327,52,20,266
332,-39,-99,250
337,-64,-33,242
342,-21,35,247
347,37,4,262
352,18,-93,261
357,-53,-56,246
362,-37,-7,264
367,44,33,279
372,35,31,260
377,-63,-116,230
382,-55,-75,251
387,-35,-14,260
392,21,52,264
397,32,37,257
402,-25,-4,273
407,-25,-4,273
412,-41,-83,249
417,-75,-97,227
422,-79,-64,234
427,-35,-18,239
432,-5,36,259
437,-4,49,277
442,45,53,281
447,37,27,254
452,-17,8,263
457,4,-18,299
462,41,-46,287
467,-1,-93,235
472,-81,-126,222
477,-38,-87,236
482,-46,-82,247
487,-56,-86,247
492,-66,-102,251
497,-68,-93,255
502,-75,-102,250
507,-74,-99,249
512,-85,-105,240
517,-44,-78,254
522,-15,-97,247
527,-62,-125,230
532,-28,-118,229
537,-22,-69,260
542,-35,-12,296
547,-32,-2,298
552,0,28,262
557,15,70,252
562,22,100,267
567,27,61,296
572,-22,9,264
577,-10,-14,239
582,-59,-78,234
587,-47,-96,251
592,-77,-145,220
597,-7,-47,294
602,9,18,297
607,25,84,234
612,-5,70,300
617,-3,-10,248
622,-26,-63,227
627,-109,-152,236
632,-62,-116,241
637,-8,3,299
642,-8,92,241
647,13,44,289
652,-30,-53,226
657,-57,-124,244
662,-65,-100,243
667,-23,22,284
672,14,98,271
677,9,15,265
682,-60,-96,219
687,-34,-125,237
692,-32,-1,301
697,-32,-1,301
702,41,132,251
707,7,13,269
712,-80,-107,222
717,-55,-128,236
722,7,38,279
727,14,106,255
732,-21,-33,227
737,-78,-178,216
742,-18,4,312
747,-17,106,252
752,8,19,283
757,-63,-138,220
762,32,-46,299
767,43,103,254
772,-3,28,282
777,-71,-117,206
782,-44,-53,291
787,18,89,256
792,14,46,279
797,-62,-119,202
802,-29,-42,292
807,30,102,249
812,-16,30,282
817,-77,-133,215
822,4,-51,305
827,-16,101,235
832,3,10,286
837,-56,-167,216
